N,P,K,temperature,humidity,ph,rainfall,Soil moisture,Soil temperature,Wind speed,Daily Light Integral,label
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,75.48164688,27.92042907,1.876066781,24.14946721,rice
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,75.64060099,27.6363571,1.038997895,23.71500913,rice
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,73.55478706,27.13709245,2.200819398,18.40293678,rice
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,81.15891211,28.1552574,1.96107092,20.70842442,rice
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,63.86451515,30.33240075,1.913591578,22.26812341,rice
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,67.01323849,32.6455061,1.624697103,23.55342304,rice
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,82.11910865,26.91190424,1.264799101,17.24997983,rice
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,80.97196763,33.5713985,1.224237183,18.40326874,rice
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,88.6617056,27.24137761,1.854040059,15.93907539,rice
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,70.57813596,34.6083716,2.670576264,16.37857903,rice
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,61.38296817,33.23359627,2.012671022,20.7906318,rice
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,60.12992579,25.21479678,1.311159105,23.02119286,rice
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,82.45766501,29.55997944,1.331188287,23.76356139,rice
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,79.28119694,30.78243963,1.541112478,15.74325686,rice
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,62.22078228,33.3331304,1.753153692,19.67175443,rice
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,88.35260221,30.49910462,2.392887842,17.84170067,rice
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,70.73666275,29.57629821,2.981727157,21.94296815,rice
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,85.88553659,33.05506137,2.653671799,16.84866992,rice
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,88.14849076,27.20171834,1.26748809,22.88400078,rice
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,76.53675343,25.03999834,2.062789989,16.45841886,rice
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,62.83690691,25.17271361,1.246725525,19.22779418,rice
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,70.06087447,29.64593026,1.30391819,23.34135003,rice
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,85.61249293,29.97093215,2.357023652,15.64301712,rice
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,71.42333668,27.45148391,1.819297398,18.27247825,rice
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,85.25649987,34.54537413,1.623335321,19.26634793,rice
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,80.61497877,33.631102,2.43346342,20.79358656,rice
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,86.95216494,30.56204517,2.002976823,22.51329138,rice
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,82.41250672,31.57563806,1.368555289,23.86791184,rice
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,73.20043886,26.66578504,2.812303473,20.16551861,rice
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,69.16819338,32.57378979,2.031677957,23.44001729,rice
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,81.81861,26.50970911,2.379282409,15.5595452,rice
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,66.99871347,34.37551978,2.646374196,19.76956145,rice
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,80.04144094,27.73054111,2.381431673,22.03413939,rice
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,80.33337839,28.31722589,2.034301991,17.32530731,rice
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,80.2089012,30.83476975,2.754136759,19.7386965,rice
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,66.05713287,27.08100421,2.190194088,16.71079856,rice
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,64.87502666,34.33148688,1.25569753,20.16055658,rice
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,85.62639914,25.37908011,1.91908608,24.76197767,rice
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,85.00152606,30.87260146,1.761493623,15.94719929,rice
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,78.35887963,33.0820269,1.433199511,21.69726902,rice
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,87.95000663,26.91280953,2.343997451,23.54260398,rice
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,78.2476738,33.73882643,2.309550197,21.79916942,rice
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,85.20495238,33.84332677,2.361337547,21.63914812,rice
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,67.29529322,30.53105083,1.906945777,17.54407157,rice
91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,76.39565682,29.17264319,1.553254248,15.5436116,rice
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,68.29373284,31.52039779,1.600185971,23.79699023,rice
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,83.75571763,27.23334221,2.133883409,24.94142257,rice
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,80.37076042,29.51601805,1.09177176,21.04842987,rice
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,63.5442264,32.3822795,1.373988274,23.79417566,rice
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,83.68509064,32.52882198,1.322006106,16.82479948,rice
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,73.59989048,34.76460757,1.564156829,15.09810547,rice
93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,69.99417396,25.68258953,2.268065955,20.51443999,rice
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,85.75900512,28.99988007,1.260193346,21.73935607,rice
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,88.33570029,33.67299663,1.026593726,23.46966411,rice
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,65.16678114,25.78060635,2.265871552,17.66859656,rice
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,69.2329886,20.12652212,4.859461828,29.09962306,maize
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,65.84913798,27.84343411,2.125128408,21.1296661,maize
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,60.69397872,24.32825438,2.34641665,21.44953394,maize
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,61.07746928,22.18602949,3.866336001,24.43561262,maize
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,44.81066914,23.00464446,2.595671168,21.32249529,maize
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,48.73094841,29.53003052,3.784393489,25.18575584,maize
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,56.31679447,23.93373059,4.291090887,26.16447103,maize
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,53.1614586,29.98942428,3.505225421,24.72743497,maize
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,64.87902636,25.43070248,2.772974279,29.08443987,maize
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,46.93454052,27.211294,3.484411276,20.97875545,maize
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,52.24559678,20.99373432,2.640359461,22.4837586,maize
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,44.69297214,22.32221253,2.670469775,25.67228425,maize
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,58.29136103,20.87589231,4.577758691,27.82735524,maize
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,57.8860104,29.91823956,4.59394794,24.99280317,maize
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,54.86059214,22.25812032,2.733332476,29.1527244,maize
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,41.8604729,26.28778864,4.197161233,23.64360578,maize
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,43.66964299,22.53496793,2.706496128,26.73484769,maize
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,54.6525615,29.20271018,2.61538833,29.15257637,maize
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,51.24248955,20.82374056,4.375552718,21.37844725,maize
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,41.81049685,24.95154553,2.285708339,29.65500301,maize
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,68.24011148,24.67293366,2.564876219,24.75502418,maize
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,43.30032752,21.36151608,2.98076732,20.97808172,maize
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,48.35566028,25.59993547,4.700536945,23.69871125,maize
83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,43.50727254,27.55467952,3.415835336,20.27275172,maize
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,42.1946231,22.70821363,4.449723164,24.86152901,maize
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,66.91371638,24.99907165,4.553937309,27.86346023,maize
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,41.47965828,28.9534044,4.634888967,20.43339245,maize
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,65.84391729,25.82294422,4.845689514,24.38428481,maize
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,67.55547419,23.67975547,4.339952579,28.10941131,maize
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,46.92395769,24.20847044,4.41815041,29.11782263,maize
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,45.41866079,20.65866061,2.555847079,29.04850631,maize
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,60.76622537,20.13463937,3.996180193,24.04649777,maize
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,66.4074883,28.20177147,2.104326902,27.86183396,maize
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,54.49620879,28.01992035,2.82589393,26.59838602,maize
60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,53.14977801,24.19139059,3.078345105,20.30552568,maize
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,48.14325627,22.28735543,3.323975793,28.90364286,maize
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,56.97815613,25.69936384,4.199424354,23.35547551,maize
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,47.53179528,29.98057685,2.386234181,28.12427235,maize
98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,45.51105444,26.72890598,4.985402206,22.81706339,maize
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,63.40384539,26.81860942,2.396221527,21.40200822,maize
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,65.02459989,26.02171704,4.92404813,23.84571367,maize
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,63.34922778,25.06810805,4.861706102,29.81774965,maize
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,68.3335379,22.39618552,2.597765638,21.56887572,maize
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,61.88788902,22.88658541,3.612055125,24.84746874,maize
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,64.14046618,27.72015455,4.265477631,21.57542424,maize
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,69.7388351,29.08166729,4.258031551,21.23307885,maize
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,52.5964641,22.48617581,4.248380725,29.87053017,maize
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,43.41935642,23.5946957,4.79623552,20.95342209,maize
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,61.46169354,29.25768021,4.928755041,27.84119727,maize
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,48.74838531,28.40737904,2.348734155,28.2307614,maize
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,55.79451869,29.78665395,3.179616447,21.08949296,maize
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,43.0184225,26.97662354,2.371595117,25.90633166,maize
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,55.52861861,24.03814692,2.328808932,20.32632417,maize
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,57.72257083,21.55304065,4.876686883,21.49460245,maize
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,49.58535915,23.59235382,3.064615807,22.71078785,maize
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,58.24315967,20.32911961,4.943822793,27.62475266,maize
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,57.43706507,20.45594019,4.26222374,21.09064946,maize
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,53.49366077,24.56454297,3.879454716,22.13936685,maize
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,48.86790693,23.83479883,4.902355134,25.1739381,maize
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,62.24083584,26.15096344,3.091763854,25.70526455,maize
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,61.23123749,22.77517396,3.528340565,22.91586427,maize
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,47.75755173,22.38528747,4.677248975,21.09263367,maize
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,55.15567498,21.99302881,2.352826873,23.83131275,maize
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,61.61884699,23.56867952,4.671390168,28.92075835,maize
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,62.03492964,24.52241352,3.889366561,27.29921482,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,45.27528321,27.6343907,2.462470794,20.04553109,maize
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,41.5023843,29.31268498,3.274968544,28.28446615,maize
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,51.44422699,22.1416471,2.480327519,28.47424338,maize
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,53.58275208,22.82304224,3.340385824,22.70400524,maize
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,57.75465339,23.51185591,3.059157522,22.97001218,maize
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,59.07650456,23.14207714,3.313812644,29.4687079,maize
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,53.72370968,25.73760181,2.256089387,26.8062183,maize
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,41.05965872,24.3513561,3.914898279,25.65396931,maize
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,61.58062748,26.96017839,2.005851369,21.68905433,maize
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,62.40154902,21.34733322,2.700462514,26.03624247,maize
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,44.77115988,22.5817916,4.685736908,22.53029697,maize
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,65.99853014,29.95252157,4.857282112,23.64549949,maize
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,68.1574328,29.18650562,4.161789865,25.31876316,maize
63,42,21,23.26237612,72.33125523,5.798423908,67.10225139,51.05992768,27.66929016,2.446701303,24.8075428,maize
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,62.75983194,21.51008906,3.604733572,29.13755933,maize
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,54.08064001,23.70417631,3.77766713,22.96698993,maize
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,58.50250267,20.97315692,4.392026834,22.03941667,maize
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,58.25748309,25.51949629,2.2116193,27.91460323,maize
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,45.20352433,25.72237087,3.787129666,27.14282044,maize
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,40.68275274,29.32025861,4.567596199,23.97937491,maize
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,64.65259807,22.81779531,2.057164115,26.23931947,maize
65,60,22,25.36768364,72.52054555,6.606984086,107.9124111,42.3575093,27.83195736,4.967237791,26.1705116,maize
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,61.49077908,26.0655349,3.704225034,29.51347682,maize
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,46.39258255,25.25929764,2.195374736,23.62369739,maize
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,66.71118769,22.45711096,4.619700471,25.84711699,maize
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,49.50529214,29.06652548,3.280010581,23.84594765,maize
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,56.61160382,21.24165666,2.198911527,29.94815012,maize
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,62.12267425,26.46976607,2.828044499,25.93883254,maize
87,48,25,18.65396672,61.37879671,6.656730008,93.62039175,64.96103268,23.55310066,3.941349606,29.95770547,maize
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,43.22264892,21.90489158,2.553605393,28.05506098,maize
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,41.85049497,26.07859707,4.747656703,23.58960807,maize
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,53.11860071,26.0098432,3.2892276,28.35542956,maize
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,62.62607838,24.22322897,3.117331761,27.19189642,maize
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,55.01053773,26.86118295,3.135712017,26.16590855,maize
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,57.41520826,22.44044865,3.448046537,22.73367399,maize
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,39.11810313,18.33818853,1.047636035,18.10942983,chickpea
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,48.67753663,23.28539763,2.054713517,22.28646862,chickpea
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,45.40441185,20.49807317,3.46244088,24.16907815,chickpea
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,40.69853923,22.53240338,3.232894216,22.35345107,chickpea
36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,44.97240445,22.62249899,1.161459294,24.2919578,chickpea
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,37.3008863,22.5803284,2.24822776,21.2451243,chickpea
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,47.90939026,18.95342204,3.45354202,19.7796845,chickpea
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,39.30910276,19.85541084,3.689529724,18.62366516,chickpea
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,45.86349172,19.49776445,3.28901601,23.444592,chickpea
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,31.90917712,24.75191023,2.882779681,19.87877886,chickpea
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,34.75603519,24.95639292,2.034705774,23.23231072,chickpea
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,41.39720906,22.14354071,3.728390709,22.8668354,chickpea
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,43.52947707,21.99868845,1.267773419,24.43012571,chickpea
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,46.63327958,18.96006665,3.211293916,22.60562292,chickpea
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,30.693463,18.23228493,2.805499763,24.7566369,chickpea
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,32.15567891,21.99496216,2.662210188,19.70889127,chickpea
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,49.19358507,20.16974069,2.104239775,23.14317679,chickpea
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,46.63986319,20.6818193,3.522622685,23.35116963,chickpea
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,47.04922714,18.80436597,1.158392549,19.13024594,chickpea
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,40.6384895,22.94141705,3.942113034,23.20071192,chickpea
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,30.4607785,18.78291685,3.123014637,22.98909411,chickpea
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,31.67983293,24.9845539,3.066756097,18.89887882,chickpea
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,36.05023609,23.59388792,1.868240617,18.17474488,chickpea
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,40.80930338,20.65038601,3.912455832,21.182094,chickpea
59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,32.90343568,24.57136063,3.548515318,24.87345433,chickpea
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,47.0657672,18.97430332,1.345455841,22.2622311,chickpea
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,43.28125447,24.78984232,1.600001668,18.43462433,chickpea
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,33.22072322,19.93414604,3.956789841,24.12133326,chickpea
54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,48.30379693,20.92836505,2.883426535,20.33460578,chickpea
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,46.36050332,22.29392325,2.016319719,23.96522202,chickpea
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,32.26369723,20.28281371,3.002055876,21.24377223,chickpea
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,30.31341484,18.63318971,1.013044766,23.6295927,chickpea
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,37.57234508,22.62040011,3.244863061,18.86915609,chickpea
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,48.68406117,24.31709596,2.617548058,18.1527801,chickpea
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,42.45125506,20.69068149,2.057386407,19.65035615,chickpea
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,35.33795006,23.05031964,3.736932706,21.82450469,chickpea
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,31.39229102,23.34825842,1.305553678,21.70963119,chickpea
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,34.53273495,18.09914656,3.092346707,19.38054172,chickpea
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,37.9483032,19.12463161,2.942577353,18.37376892,chickpea
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,33.60514789,24.85448699,1.262377167,24.04308594,chickpea
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,48.67536572,20.93489188,1.595404141,24.52372649,chickpea
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,33.7866127,18.20014643,1.653108106,23.87047363,chickpea
